countryCode,etlTable,canonicalName,etlFingerPrint,legalStatus,id
,representative,Confederation of Danish Industry,Confederation of Danish Industry,Organisation,272
,representative,Fédération de l’Union Européenne des Consuls Honoraires,Fédération de l’Union Européenne des Consuls Honoraires,Interessenvertretung,273
,representative,International Dockworkers Council,International Dockworkers Council,International Dockworkers Council,274
,representative,European Association of Pharmaceutical Full-line Wholesalers,European Association of Pharmaceutical Full-line Wholesalers,AISBL,275
,representative,Seldia - The European Direct Selling Association,Seldia - The European Direct Selling Association,a.i.s.b.l. under Belgian law,276
,representative,COOP de France,COOP de France,Association loi 1901,277
,representative,International Association of Legal Protection Insurance,International Association of Legal Protection Insurance,"Not for profit organisation, Aisbl",278
,representative,Federation of European Specialty Food Ingredients Industries,Federation of European Specialty Food Ingredients Industries,International non-profit association (aisbl),279
,representative,European Renewable Energy Centres Agency,European Renewable Energy Centres Agency,E.E.I.G.,280
,representative,G4S PLC,G4S plc,"Public limited company, registered in UK",281
,representative,Conseil europeen des Professions immobilieres,Conseil europeen des Professions immobilieres,AISBL,282
,representative,Zentralverband des Deutschen Handwerks e.V.,Zentralverband des Deutschen Handwerks e.V.,eingetragener Verein,283
,representative,G PLUS LIMITED,G Plus Ltd.,UK Limited Company,284
,representative,Union of the Baltic Cities,Union of the Baltic Cities,association,285
,representative,Nike EMEA,Nike EMEA,Nike European Operations Netherlands B.V.,286
,representative,Danmarks Rederiforening,Danmarks Rederiforening,Medlemsorganisation,287
,representative,UNIFE,UNIFE,ASBL,288
,representative,Vredeseilanden,Vredeseilanden,vzw,289
,representative,Burson-Marsteller,Burson-Marsteller,SPRL,290
,representative,Dragets Kanals Vänner,Dragets Kanals Vänner,Förening,291
,representative,Baltic Organisations' Network for Funding Science EEIG,Baltic Organisations' Network for Funding Science EEIG,European Economic Interest Grouping,292
,representative,"Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl","Association de l'Aviculture, de l'Industrie et du Commerce de Volailles dans les Pays de l'Union Europeenne asbl",ASBL (under Belgian law),293
,representative,BNP Paribas Cardif,BNP Paribas Cardif,S.A.,294
,representative,"Association Internationale de la Savonnerie, de la Détergence et des Produits d'Entretien","Association Internationale de la Savonnerie, de la Détergence et des Produits d'Entretien",AISBL,295
,representative,European Policy Centre,European Policy Centre,AISBL,296
,representative,The Danish Bar & Law Society,The Danish Bar & Law Society,Public law institution,297
,representative,EUCLID NETWORK,Euclid Network,Company Limited by Guarantee (not for profit),298
,representative,Clean Fuels Consulting,Clean Fuels Consulting,LLC/SPRL,299
,representative,Daimler Aktiengesellschaft,Daimler Aktiengesellschaft,Aktiengesellschaft,300
,representative,INSULEUR – Réseau des Chambres de Commerce et d’Industrie insulaires de l’UE,INSULEUR – Réseau des Chambres de Commerce et d’Industrie insulaires de l’UE,Association sans but lucratif de droit grec,301
,representative,CHORUSCONSULT,CHORUSCONSULT,BVBA/SPRL,302
,representative,General Electric Company,General Electric Company,Corporation,303
,representative,Scania AB (publ),Scania AB (publ),Aktiebolag,304
,representative,Society of European Affairs Professionals,Society of European Affairs Professionals,ASBL,305
,representative,European Advisors Institute (pl. Instytut Konsultantów Europejskich),European Advisors Institute (pl. Instytut Konsultantów Europejskich),Stowarzyszenie,306
,representative,Bundesverband der Wertpapierfirmen e.V.,Bundesverband der Wertpapierfirmen e.V.,eingetragener Verein,307
,representative,PUERTO DE CELEIRO SA,PUERTO DE CELEIRO S.A.,SOCIEDAD ANONIMA,308
,representative,eurelpro,eurelpro,aisbl,309
,representative,Irish Funds Industry Association,Irish Funds Industry Association,Company Limited by Guarantee,310
,representative,Febelfin,Febelfin,feitelijke vereniging,311
,representative,NRW.BANK,NRW.BANK,Anstalt des öffentlichen Rechts,312
,representative,Caritas Europa,Caritas Europa,International association under Belgian law,313
,representative,ExxonMobil Petroleum & Chemical,ExxonMobil Petroleum & Chemical,b.v.b.a.,314
,representative,BPCE (Groupe) - Banques Populaires & Caisses d'Epargne,BPCE (Groupe) - Banques Populaires & Caisses d'Epargne,Banque Coopérative,315
,representative,Environmental Law Service (Ekologický právní servis),Environmental Law Service (Ekologický právní servis),non-profit organisation - civic association,316
,representative,MBDA,MBDA,SAS,317
,representative,APCO Worldwide,APCO Worldwide,Inc.,318
,representative,Dow Europe,Dow Europe,GMBH,319
,representative,Deutscher Dachverband für Geoinformation e.V.,Deutscher Dachverband für Geoinformation e.V.,e.V.,320
,representative,European Federation for Retirement Provision,European Federation for Retirement Provision,IVZW/AISBL (Belgium),321
,representative,aba Arbeitsgemeinschaft für betriebliche Altersversorgung,aba Arbeitsgemeinschaft für betriebliche Altersversorgung,eingetragener Verein (e.V.),322
,representative,Toyota Motor Europe,TOYOTA MOTOR EUROPE,NV/SA,323
,representative,European Coalition for Corporate Justice,European Coalition for Corporate Justice,None,324
,representative,European Cigar Manufacturers Association,European Cigar Manufacturers Association,ASBL – registered number 4783.320.41,325
,representative,Bombardier Transportation,Bombardier Transportation,German GmbH,326
,representative,AXA,AXA,Groupement d’Intérêts Economiques,327
,representative,Comité des Salines de France,Comité des Salines de France,syndicat professionnel loi 1884,328
,representative,International Swaps and Derivatives Association,International Swaps and Derivatives Association,non available,329
,representative,Bundesverband der Deutschen Industrie e.V.,Bundesverband der Deutschen Industrie e.V.,eingetragener Verein,330
,representative,Europacable,Europacable,E.E.I.G.,331
,representative,Tetra Pak International,Tetra Pak International,SA,332
,representative,Assoziation ökologischer Lebensmittelhersteller e.V.,Assoziation ökologischer Lebensmittelhersteller e.V.,eingetragener Verein,333
,representative,Front Line Defenders - The International Foundation for the Protection of Human Rights Defenders,Front Line Defenders - The International Foundation for the Protection of Human Rights Defenders,Registered Irish Charity,334
,representative,Association Générale des Producteurs de Blé et autres céréales,Association Générale des Producteurs de Blé et autres céréales,Association Loi de 1901,335
,representative,BASF SE,BASF SE,SE,336
,representative,John Conmy,John Conmy,SPRL,337
,representative,Bayer AG,Bayer AG,Company / Aktiengesellschaft,338
,representative,Adam Opel,Adam Opel,AG,339
,representative,Bayerische Motoren Werke Aktiengesellschaft,Bayerische Motoren Werke Aktiengesellschaft,Aktiengesellschaft,340
,representative,Symantec Corporation,Symantec Corporation,Active,341
,representative,Rockwool International A/S,Rockwool International A/S,A/S,342
,representative,Pfizer Inc.,Pfizer Inc.,Corporation,343
,representative,Association des Constructeurs Européens d'Automobiles,Association des Constructeurs Européens d'Automobiles,Groupement d'Intérêt Economique (G.I.E.),344
,representative,Manufacture Française des Pneumatiques Michelin,Manufacture Française des Pneumatiques Michelin,Société en Commandite par actions,345
,representative,CYPRUS CHAMBER OF COMMERCE AND INDUSTRY,CYPRUS CHAMBER OF COMMERCE AND INDUSTRY,PRIVATE COMPANY LIMITED BY GUARANTEE,346
,representative,Unilever,Unilever,NV/PLC,347
,representative,Bundesgütegemeinschaft Kompost e.V.,Bundesgütegemeinschaft Kompost e.V.,eingetragener Verein,348
,representative,Thales,THALES,SA,349
,representative,Microsoft Corporation,Microsoft Corporation,"Publicly Traded Corporation, incorporated in the State of Washington, United States of America",350
,representative,GlaxoSmithKline,GlaxoSmithKline,Corporation,351
,representative,Baltic Sea States Subregional Co-operation,Baltic Sea States Subregional Co-operation,Association of Public Authorities,352
,representative,European Citizens' Seminars e.V.,European Citizens' Seminars e.V.,Association,353
,representative,European Committee of Associations of Manufacturers of Gears and Transmission Parts,European Committee of Associations of Manufacturers of Gears and Transmission Parts,without legal personality,354
,representative,European Banking Federation,European Banking Federation,aisbl (Belgium),355
,representative,Finanssialan Keskusliitto - Finansbranschens Centralförbund ry,Finanssialan Keskusliitto - Finansbranschens Centralförbund ry,Aatteellinen yhdistys,356
,representative,Stichting Onderzoek Multinationale Ondernemingen,Stichting Onderzoek Multinationale Ondernemingen,Foundation (Stichting),357
,representative,Swedish Bankers´ Association,Swedish Bankers´ Association,Non-profit organisation,358
,representative,EUROPEAN TRADE UNION CONFEDERATION,EUROPEAN TRADE UNION CONFEDERATION,Association de fait,359
,representative,ARD-Verbindungsbüro Brüssel,ARD-Verbindungsbüro Brüssel,Die ARD und ihre Mitglieder sind Körperschaften des öffentlichen Rechts,360
,representative,Société Nationale des Chemins de Fer Français,Société Nationale des Chemins de Fer Français,EPIC (établissement public industriel et commercial),361
,representative,AGC Glass Europe,AGC Glass Europe,SA / NV,362
,representative,WirtschaftsVereinigung Metalle,WirtschaftsVereinigung Metalle,e.V.,363
,representative,Federation of the European Building Joinery Associations (FEMIB),Federation of the European Building Joinery Associations (FEMIB),Federation,364
,representative,Eumedion,Eumedion,Stichting,365
,representative,Du Pont de Nemours International SARL,Du Pont de Nemours International SARL,Société A Responsabilité Limité,366
,representative,Motorola Solutions Incorporated,Motorola Solutions Incorporated,Corporation,367
,representative,"European Federation of Food, Agriculture and Tourism Trade Union","European Federation of Food, Agriculture and Tourism Trade Union",De facto association,368
,representative,OBSERVATORY ON TOURISM IN THE EUROPEAN ISLANDS,OBSERVATORY ON TOURISM IN THE EUROPEAN ISLANDS,no-profit association,369
,representative,Union des Industries et Métiers de la Métallurgie,Union des Industries et Métiers de la Métallurgie,Syndicat,370
,representative,EUROCHAMBRES – Association of European Chambers of Commerce and Industry,EUROCHAMBRES – Association of European Chambers of Commerce and Industry,AISBL,371
